index,ethnicity,ethnicity_1,ethnicity_2,ethnicity_3
54582,white,white,,
54583,white,white,,
54584,rather not disclose,rather not disclose,,
54585,white,white,,
54586,white,white,,
54587,other,rather not disclose,,other
54588,white,white,,
54589,"middle eastern, indian",middle eastern,indian,
54590,white,white,,
54591,rather not disclose,rather not disclose,,
54592,white,white,,
54593,hispanic / latin,rather not disclose,,
54594,white,white,,
54595,asian,asian,,
54596,"black, indian",black,indian,
54597,other,rather not disclose,,other
54598,"middle eastern, hispanic / latin",middle eastern,,
54599,indian,indian,,
54600,white,white,,
54601,white,white,,
54602,white,white,,
54603,white,white,,
54604,asian,asian,,
54605,white,white,,
54606,white,white,,
54607,rather not disclose,rather not disclose,,
54608,white,white,,
54609,"asian, native american, white",asian,white,native american
54610,asian,asian,,
54611,"asian, white",asian,white,
54612,white,white,,
54613,white,white,,
54614,rather not disclose,rather not disclose,,
54615,pacific islander,pacific islander,,
54616,"hispanic / latin, white",white,,
54617,white,white,,
54618,white,white,,
54619,white,white,,
54620,black,black,,
54621,white,white,,
54622,rather not disclose,rather not disclose,,
54623,white,white,,
54624,rather not disclose,rather not disclose,,
54625,black,black,,
54626,"hispanic / latin, white",white,,
54627,white,white,,
54628,white,white,,
54629,white,white,,
54630,rather not disclose,rather not disclose,,
54631,black,black,,
54632,"black, white",mixed,,
54633,hispanic / latin,rather not disclose,,
54634,white,white,,
54635,white,white,,
54636,asian,asian,,
54637,white,white,,
54638,white,white,,
54639,white,white,,
54640,white,white,,
54641,white,white,,
54642,white,white,,
54643,white,white,,
54644,"black, white",mixed,,
54645,"asian, other",asian,,other
54646,rather not disclose,rather not disclose,,
54647,white,white,,
54648,rather not disclose,rather not disclose,,
54649,white,white,,
54650,white,white,,
54651,white,white,,
54652,white,white,,
54653,white,white,,
54654,black,black,,
54655,white,white,,
54656,rather not disclose,rather not disclose,,
54657,rather not disclose,rather not disclose,,
54658,white,white,,
54659,white,white,,
54660,white,white,,
54661,white,white,,
54662,indian,indian,,
54663,white,white,,
54664,white,white,,
54665,white,white,,
54666,white,white,,
54667,white,white,,
54668,rather not disclose,rather not disclose,,
54669,black,black,,
54670,black,black,,
54671,white,white,,
54672,white,white,,
54673,white,white,,
54674,white,white,,
54675,"native american, hispanic / latin, white",white,native american,
54676,asian,asian,,
54677,rather not disclose,rather not disclose,,
54678,other,rather not disclose,,other
54679,"hispanic / latin, other",rather not disclose,,other
54680,"hispanic / latin, white",white,,
54681,white,white,,
54682,white,white,,
54683,hispanic / latin,rather not disclose,,
54684,hispanic / latin,rather not disclose,,
54685,rather not disclose,rather not disclose,,
54686,white,white,,
54687,rather not disclose,rather not disclose,,
54688,white,white,,
54689,white,white,,
54690,other,rather not disclose,,other
54691,white,white,,
54692,white,white,,
54693,hispanic / latin,rather not disclose,,
54694,white,white,,
54695,white,white,,
54696,other,rather not disclose,,other
54697,white,white,,
54698,white,white,,
54699,rather not disclose,rather not disclose,,
54700,hispanic / latin,rather not disclose,,
54701,rather not disclose,rather not disclose,,
54702,white,white,,
54703,hispanic / latin,rather not disclose,,
54704,asian,asian,,
54705,rather not disclose,rather not disclose,,
54706,hispanic / latin,rather not disclose,,
54707,black,black,,
54708,white,white,,
54709,white,white,,
54710,"asian, black",asian,black,
54711,black,black,,
54712,white,white,,
54713,"black, native american, other",black,native american,other
54714,white,white,,
54715,white,white,,
54716,"hispanic / latin, white, other",white,,other
54717,white,white,,
54718,white,white,,
54719,white,white,,
54720,white,white,,
54721,white,white,,
54722,white,white,,
54723,"hispanic / latin, white",white,,
54724,white,white,,
54725,white,white,,
54726,white,white,,
54727,"middle eastern, white",white,middle eastern,
54728,"hispanic / latin, white",white,,
54729,"black, white",mixed,,
54730,white,white,,
54731,white,white,,
54732,asian,asian,,
54733,white,white,,
54734,white,white,,
54735,"black, native american, white",black,white,native american
54736,rather not disclose,rather not disclose,,
54737,white,white,,
54738,hispanic / latin,rather not disclose,,
54739,white,white,,
54740,rather not disclose,rather not disclose,,
54741,white,white,,
54742,white,white,,
54743,white,white,,
54744,white,white,,
54745,rather not disclose,rather not disclose,,
54746,"asian, other",asian,,other
54747,"asian, white",asian,white,
54748,white,white,,
54749,white,white,,
54750,white,white,,
54751,white,white,,
54752,white,white,,
54753,rather not disclose,rather not disclose,,
54754,pacific islander,pacific islander,,
54755,white,white,,
54756,white,white,,
54757,"black, hispanic / latin",black,,
54758,white,white,,
54759,rather not disclose,rather not disclose,,
54760,rather not disclose,rather not disclose,,
54761,white,white,,
54762,rather not disclose,rather not disclose,,
54763,white,white,,
54764,white,white,,
54765,white,white,,
54766,white,white,,
54767,white,white,,
54768,white,white,,
54769,"asian, white, other",asian,white,other
54770,hispanic / latin,rather not disclose,,
54771,white,white,,
54772,rather not disclose,rather not disclose,,
54773,other,rather not disclose,,other
54774,white,white,,
54775,black,black,,
54776,"black, white",mixed,,
54777,white,white,,
54778,white,white,,
54779,"black, white",mixed,,
54780,"black, other",black,,other
54781,black,black,,
54782,white,white,,
54783,"asian, black",asian,black,
54784,white,white,,
54785,rather not disclose,rather not disclose,,
54786,white,white,,
54787,other,rather not disclose,,other
54788,rather not disclose,rather not disclose,,
54789,"hispanic / latin, white",white,,
54790,white,white,,
54791,white,white,,
54792,white,white,,
54793,"asian, middle eastern, native american, indian, pacific islander, hispanic / latin, white",asian,white,middle eastern
54794,white,white,,
54795,"asian, indian",asian,indian,
54796,rather not disclose,rather not disclose,,
54797,white,white,,
54798,"asian, pacific islander",asian,pacific islander,
54799,pacific islander,pacific islander,,
54800,white,white,,
54801,white,white,,
54802,white,white,,
54803,"black, hispanic / latin",black,,
54804,white,white,,
54805,hispanic / latin,rather not disclose,,
54806,white,white,,
54807,"hispanic / latin, white",white,,
54808,"hispanic / latin, white",white,,
54809,"black, native american, hispanic / latin",black,native american,
54810,"native american, hispanic / latin, white, other",white,native american,other
54811,white,white,,
54812,rather not disclose,rather not disclose,,
54813,white,white,,
54814,rather not disclose,rather not disclose,,
54815,white,white,,
54816,"black, other",black,,other
54817,white,white,,
54818,white,white,,
54819,white,white,,
54820,white,white,,
54821,rather not disclose,rather not disclose,,
54822,white,white,,
54823,white,white,,
54824,white,white,,
54825,native american,native american,,
54826,hispanic / latin,rather not disclose,,
54827,black,black,,
54828,white,white,,
54829,white,white,,
54830,rather not disclose,rather not disclose,,
54831,hispanic / latin,rather not disclose,,
54832,white,white,,
54833,white,white,,
54834,white,white,,
54835,black,black,,
54836,white,white,,
54837,asian,asian,,
54838,white,white,,
54839,"middle eastern, white",white,middle eastern,
54840,white,white,,
54841,black,black,,
54842,hispanic / latin,rather not disclose,,
54843,"middle eastern, hispanic / latin",middle eastern,,
54844,other,rather not disclose,,other
54845,white,white,,
54846,asian,asian,,
54847,white,white,,
54848,white,white,,
54849,asian,asian,,
54850,asian,asian,,
54851,white,white,,
54852,"native american, white",white,native american,
54853,hispanic / latin,rather not disclose,,
54854,white,white,,
54855,hispanic / latin,rather not disclose,,
54856,white,white,,
54857,white,white,,
54858,rather not disclose,rather not disclose,,
54859,white,white,,
54860,rather not disclose,rather not disclose,,
54861,black,black,,
54862,white,white,,
54863,black,black,,
54864,rather not disclose,rather not disclose,,
54865,rather not disclose,rather not disclose,,
54866,white,white,,
54867,white,white,,
54868,asian,asian,,
54869,white,white,,
54870,asian,asian,,
54871,asian,asian,,
54872,white,white,,
54873,white,white,,
54874,white,white,,
54875,hispanic / latin,rather not disclose,,
54876,white,white,,
54877,"hispanic / latin, other",rather not disclose,,other
54878,white,white,,
54879,white,white,,
54880,white,white,,
54881,rather not disclose,rather not disclose,,
54882,white,white,,
54883,white,white,,
54884,asian,asian,,
54885,"black, native american, white",black,white,native american
54886,asian,asian,,
54887,hispanic / latin,rather not disclose,,
54888,white,white,,
54889,white,white,,
54890,white,white,,
54891,white,white,,
54892,white,white,,
54893,hispanic / latin,rather not disclose,,
54894,middle eastern,middle eastern,,
54895,"middle eastern, white",white,middle eastern,
54896,black,black,,
54897,"black, native american, white",black,white,native american
54898,black,black,,
54899,white,white,,
54900,white,white,,
54901,white,white,,
54902,black,black,,
54903,white,white,,
54904,white,white,,
54905,asian,asian,,
54906,white,white,,
54907,white,white,,
54908,"white, other",white,,other
54909,"asian, black, other",asian,black,other
54910,white,white,,
54911,white,white,,
54912,white,white,,
54913,rather not disclose,rather not disclose,,
54914,asian,asian,,
54915,asian,asian,,
54916,white,white,,
54917,white,white,,
54918,hispanic / latin,rather not disclose,,
54919,"asian, white",asian,white,
54920,white,white,,
54921,white,white,,
54922,white,white,,
54923,white,white,,
54924,rather not disclose,rather not disclose,,
54925,white,white,,
54926,white,white,,
54927,white,white,,
54928,white,white,,
54929,white,white,,
54930,rather not disclose,rather not disclose,,
54931,white,white,,
54932,white,white,,
54933,hispanic / latin,rather not disclose,,
54934,"asian, white",asian,white,
54935,hispanic / latin,rather not disclose,,
54936,other,rather not disclose,,other
54937,white,white,,
54938,"hispanic / latin, white",white,,
54939,asian,asian,,
54940,asian,asian,,
54941,white,white,,
54942,white,white,,
54943,white,white,,
54944,white,white,,
54945,white,white,,
54946,white,white,,
54947,white,white,,
54948,"asian, white",asian,white,
54949,"hispanic / latin, white, other",white,,other
54950,white,white,,
54951,white,white,,
54952,white,white,,
54953,white,white,,
54954,white,white,,
54955,white,white,,
54956,other,rather not disclose,,other
54957,rather not disclose,rather not disclose,,
54958,white,white,,
54959,white,white,,
54960,white,white,,
54961,rather not disclose,rather not disclose,,
54962,black,black,,
54963,"hispanic / latin, white",white,,
54964,white,white,,
54965,white,white,,
54966,white,white,,
54967,indian,indian,,
54968,"asian, pacific islander",asian,pacific islander,
54969,other,rather not disclose,,other
54970,hispanic / latin,rather not disclose,,
54971,hispanic / latin,rather not disclose,,
54972,white,white,,
54973,hispanic / latin,rather not disclose,,
54974,rather not disclose,rather not disclose,,
54975,rather not disclose,rather not disclose,,
54976,"asian, indian, pacific islander",asian,indian,pacific islander
54977,black,black,,
54978,white,white,,
54979,rather not disclose,rather not disclose,,
54980,white,white,,
54981,white,white,,
54982,white,white,,
54983,white,white,,
54984,white,white,,
54985,middle eastern,middle eastern,,
54986,white,white,,
54987,hispanic / latin,rather not disclose,,
54988,white,white,,
54989,white,white,,
54990,other,rather not disclose,,other
54991,white,white,,
54992,white,white,,
54993,white,white,,
54994,"black, native american, pacific islander, white",black,white,native american
54995,white,white,,
54996,white,white,,
54997,white,white,,
54998,white,white,,
54999,black,black,,
55000,"native american, hispanic / latin",native american,,
55001,white,white,,
55002,white,white,,
55003,asian,asian,,
55004,white,white,,
55005,white,white,,
55006,white,white,,
55007,asian,asian,,
55008,white,white,,
55009,"asian, native american, indian, pacific islander, hispanic / latin, white, other",asian,white,indian
55010,white,white,,
55011,asian,asian,,
55012,black,black,,
55013,white,white,,
55014,white,white,,
55015,"black, native american, hispanic / latin, white",black,white,native american
55016,asian,asian,,
55017,white,white,,
55018,rather not disclose,rather not disclose,,
55019,"black, other",black,,other
55020,white,white,,
55021,white,white,,
55022,rather not disclose,rather not disclose,,
55023,rather not disclose,rather not disclose,,
55024,"native american, hispanic / latin, other",native american,,other
55025,hispanic / latin,rather not disclose,,
55026,hispanic / latin,rather not disclose,,
55027,rather not disclose,rather not disclose,,
55028,white,white,,
55029,hispanic / latin,rather not disclose,,
55030,other,rather not disclose,,other
55031,hispanic / latin,rather not disclose,,
55032,hispanic / latin,rather not disclose,,
55033,rather not disclose,rather not disclose,,
55034,pacific islander,pacific islander,,
55035,white,white,,
55036,white,white,,
55037,black,black,,
55038,asian,asian,,
55039,white,white,,
55040,white,white,,
55041,white,white,,
55042,"black, hispanic / latin, white",black,white,
55043,black,black,,
55044,white,white,,
55045,other,rather not disclose,,other
55046,white,white,,
55047,white,white,,
55048,white,white,,
55049,white,white,,
55050,white,white,,
55051,rather not disclose,rather not disclose,,
55052,asian,asian,,
55053,asian,asian,,
55054,rather not disclose,rather not disclose,,
55055,"black, native american, other",black,native american,other
55056,"pacific islander, white",white,pacific islander,
55057,white,white,,
55058,white,white,,
55059,rather not disclose,rather not disclose,,
55060,"asian, white",asian,white,
55061,white,white,,
55062,white,white,,
55063,white,white,,
55064,asian,asian,,
55065,white,white,,
55066,white,white,,
55067,asian,asian,,
55068,white,white,,
55069,other,rather not disclose,,other
55070,white,white,,
55071,hispanic / latin,rather not disclose,,
55072,white,white,,
55073,white,white,,
55074,rather not disclose,rather not disclose,,
55075,hispanic / latin,rather not disclose,,
55076,white,white,,
55077,white,white,,
55078,rather not disclose,rather not disclose,,
55079,white,white,,
55080,white,white,,
55081,rather not disclose,rather not disclose,,
55082,hispanic / latin,rather not disclose,,
55083,hispanic / latin,rather not disclose,,
55084,indian,indian,,
55085,rather not disclose,rather not disclose,,
55086,rather not disclose,rather not disclose,,
55087,black,black,,
55088,asian,asian,,
55089,pacific islander,pacific islander,,
55090,other,rather not disclose,,other
55091,white,white,,
55092,white,white,,
55093,black,black,,
55094,"hispanic / latin, other",rather not disclose,,other
55095,white,white,,
55096,white,white,,
55097,"black, white",mixed,,
55098,white,white,,
55099,white,white,,
55100,rather not disclose,rather not disclose,,
55101,"black, native american, other",black,native american,other
55102,white,white,,
55103,white,white,,
55104,rather not disclose,rather not disclose,,
55105,white,white,,
55106,white,white,,
55107,other,rather not disclose,,other
55108,asian,asian,,
55109,white,white,,
55110,"white, other",white,,other
55111,asian,asian,,
55112,white,white,,
55113,white,white,,
55114,white,white,,
55115,rather not disclose,rather not disclose,,
55116,"black, native american, white, other",black,white,native american
55117,white,white,,
55118,asian,asian,,
55119,hispanic / latin,rather not disclose,,
55120,white,white,,
55121,white,white,,
55122,white,white,,
55123,"native american, white",white,native american,
55124,black,black,,
55125,white,white,,
55126,hispanic / latin,rather not disclose,,
55127,"middle eastern, white",white,middle eastern,
55128,black,black,,
55129,white,white,,
55130,white,white,,
55131,"native american, white, other",white,native american,other
55132,hispanic / latin,rather not disclose,,
55133,white,white,,
55134,asian,asian,,
55135,white,white,,
55136,white,white,,
55137,black,black,,
55138,asian,asian,,
55139,hispanic / latin,rather not disclose,,
55140,asian,asian,,
55141,white,white,,
55142,white,white,,
55143,white,white,,
55144,asian,asian,,
55145,white,white,,
55146,white,white,,
55147,asian,asian,,
55148,white,white,,
55149,pacific islander,pacific islander,,
55150,white,white,,
55151,white,white,,
55152,hispanic / latin,rather not disclose,,
55153,white,white,,
55154,"native american, white",white,native american,
55155,white,white,,
55156,rather not disclose,rather not disclose,,
55157,asian,asian,,
55158,"hispanic / latin, white",white,,
55159,white,white,,
55160,white,white,,
55161,white,white,,
55162,indian,indian,,
55163,black,black,,
55164,black,black,,
55165,white,white,,
55166,white,white,,
55167,black,black,,
55168,white,white,,
55169,white,white,,
55170,white,white,,
55171,"asian, pacific islander",asian,pacific islander,
55172,rather not disclose,rather not disclose,,
55173,white,white,,
55174,other,rather not disclose,,other
55175,asian,asian,,
55176,asian,asian,,
55177,white,white,,
55178,"asian, black, native american, white",asian,black,white
55179,white,white,,
55180,white,white,,
55181,other,rather not disclose,,other
55182,white,white,,
55183,white,white,,
55184,white,white,,
55185,asian,asian,,
55186,rather not disclose,rather not disclose,,
55187,white,white,,
55188,other,rather not disclose,,other
55189,white,white,,
55190,"pacific islander, white",white,pacific islander,
55191,white,white,,
55192,black,black,,
55193,asian,asian,,
55194,rather not disclose,rather not disclose,,
55195,white,white,,
55196,white,white,,
55197,rather not disclose,rather not disclose,,
55198,white,white,,
55199,"hispanic / latin, white",white,,
55200,white,white,,
55201,white,white,,
55202,asian,asian,,
55203,white,white,,
55204,white,white,,
55205,white,white,,
55206,rather not disclose,rather not disclose,,
55207,white,white,,
55208,rather not disclose,rather not disclose,,
55209,white,white,,
55210,rather not disclose,rather not disclose,,
55211,"hispanic / latin, white",white,,
55212,white,white,,
55213,black,black,,
55214,white,white,,
55215,white,white,,
55216,hispanic / latin,rather not disclose,,
55217,asian,asian,,
55218,asian,asian,,
55219,white,white,,
55220,rather not disclose,rather not disclose,,
55221,rather not disclose,rather not disclose,,
55222,white,white,,
55223,white,white,,
55224,hispanic / latin,rather not disclose,,
55225,white,white,,
55226,white,white,,
55227,rather not disclose,rather not disclose,,
55228,white,white,,
55229,native american,native american,,
55230,"hispanic / latin, white",white,,
55231,rather not disclose,rather not disclose,,
55232,rather not disclose,rather not disclose,,
55233,white,white,,
55234,rather not disclose,rather not disclose,,
55235,rather not disclose,rather not disclose,,
55236,"hispanic / latin, white",white,,
55237,white,white,,
55238,white,white,,
55239,"white, other",white,,other
55240,hispanic / latin,rather not disclose,,
55241,rather not disclose,rather not disclose,,
55242,white,white,,
55243,white,white,,
55244,black,black,,
55245,hispanic / latin,rather not disclose,,
55246,white,white,,
55247,black,black,,
55248,"asian, pacific islander",asian,pacific islander,
55249,white,white,,
55250,black,black,,
55251,rather not disclose,rather not disclose,,
55252,white,white,,
55253,white,white,,
55254,rather not disclose,rather not disclose,,
55255,asian,asian,,
55256,white,white,,
55257,"white, other",white,,other
55258,white,white,,
55259,other,rather not disclose,,other
55260,white,white,,
55261,hispanic / latin,rather not disclose,,
55262,rather not disclose,rather not disclose,,
55263,asian,asian,,
55264,white,white,,
55265,white,white,,
55266,white,white,,
55267,white,white,,
55268,white,white,,
55269,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",asian,black,white
55270,rather not disclose,rather not disclose,,
55271,"native american, hispanic / latin, white",white,native american,
55272,rather not disclose,rather not disclose,,
55273,hispanic / latin,rather not disclose,,
55274,asian,asian,,
55275,asian,asian,,
55276,indian,indian,,
55277,white,white,,
55278,white,white,,
55279,white,white,,
55280,white,white,,
55281,white,white,,
55282,hispanic / latin,rather not disclose,,
55283,other,rather not disclose,,other
55284,white,white,,
55285,white,white,,
55286,asian,asian,,
55287,white,white,,
55288,white,white,,
55289,black,black,,
55290,white,white,,
55291,rather not disclose,rather not disclose,,
55292,black,black,,
55293,rather not disclose,rather not disclose,,
55294,white,white,,
55295,white,white,,
55296,white,white,,
55297,middle eastern,middle eastern,,
55298,white,white,,
55299,white,white,,
55300,asian,asian,,
55301,white,white,,
55302,white,white,,
55303,asian,asian,,
55304,white,white,,
55305,"asian, white",asian,white,
55306,"asian, pacific islander",asian,pacific islander,
55307,rather not disclose,rather not disclose,,
55308,white,white,,
55309,rather not disclose,rather not disclose,,
55310,white,white,,
55311,asian,asian,,
55312,hispanic / latin,rather not disclose,,
55313,asian,asian,,
55314,white,white,,
55315,other,rather not disclose,,other
55316,rather not disclose,rather not disclose,,
55317,white,white,,
55318,"hispanic / latin, white",white,,
55319,hispanic / latin,rather not disclose,,
55320,white,white,,
55321,asian,asian,,
55322,"white, other",white,,other
55323,hispanic / latin,rather not disclose,,
55324,"native american, hispanic / latin, white",white,native american,
55325,white,white,,
55326,pacific islander,pacific islander,,
55327,other,rather not disclose,,other
55328,white,white,,
55329,rather not disclose,rather not disclose,,
55330,"native american, hispanic / latin, other",native american,,other
55331,pacific islander,pacific islander,,
55332,"hispanic / latin, white",white,,
55333,rather not disclose,rather not disclose,,
55334,white,white,,
55335,"hispanic / latin, other",rather not disclose,,other
55336,white,white,,
55337,white,white,,
55338,white,white,,
55339,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",asian,black,white
55340,white,white,,
55341,hispanic / latin,rather not disclose,,
55342,white,white,,
55343,hispanic / latin,rather not disclose,,
55344,rather not disclose,rather not disclose,,
55345,white,white,,
55346,white,white,,
55347,white,white,,
55348,rather not disclose,rather not disclose,,
55349,white,white,,
55350,white,white,,
55351,white,white,,
55352,indian,indian,,
55353,white,white,,
55354,white,white,,
55355,"white, other",white,,other
55356,"white, other",white,,other
55357,black,black,,
55358,asian,asian,,
55359,native american,native american,,
55360,indian,indian,,
55361,white,white,,
55362,white,white,,
55363,white,white,,
55364,white,white,,
55365,white,white,,
55366,"hispanic / latin, white",white,,
55367,asian,asian,,
55368,white,white,,
55369,asian,asian,,
55370,asian,asian,,
55371,white,white,,
55372,white,white,,
55373,white,white,,
55374,"black, native american",black,native american,
55375,hispanic / latin,rather not disclose,,
55376,other,rather not disclose,,other
55377,white,white,,
55378,white,white,,
55379,asian,asian,,
55380,"black, native american, white",black,white,native american
55381,rather not disclose,rather not disclose,,
55382,white,white,,
55383,asian,asian,,
55384,"asian, indian",asian,indian,
55385,white,white,,
55386,white,white,,
55387,white,white,,
55388,white,white,,
55389,"asian, white",asian,white,
55390,white,white,,
55391,"hispanic / latin, white",white,,
55392,rather not disclose,rather not disclose,,
55393,white,white,,
55394,white,white,,
55395,white,white,,
55396,rather not disclose,rather not disclose,,
55397,black,black,,
55398,rather not disclose,rather not disclose,,
55399,asian,asian,,
55400,white,white,,
55401,"black, native american, white",black,white,native american
55402,asian,asian,,
55403,white,white,,
55404,white,white,,
55405,white,white,,
55406,white,white,,
55407,white,white,,
55408,white,white,,
55409,white,white,,
55410,"white, other",white,,other
55411,white,white,,
55412,white,white,,
55413,black,black,,
55414,"hispanic / latin, white",white,,
55415,asian,asian,,
55416,rather not disclose,rather not disclose,,
55417,white,white,,
55418,asian,asian,,
55419,white,white,,
55420,rather not disclose,rather not disclose,,
55421,rather not disclose,rather not disclose,,
55422,indian,indian,,
55423,asian,asian,,
55424,white,white,,
55425,"hispanic / latin, white",white,,
55426,black,black,,
55427,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",asian,black,white
55428,white,white,,
55429,white,white,,
55430,white,white,,
55431,"black, other",black,,other
55432,other,rather not disclose,,other
55433,rather not disclose,rather not disclose,,
55434,white,white,,
55435,white,white,,
55436,white,white,,
55437,rather not disclose,rather not disclose,,
55438,asian,asian,,
55439,black,black,,
55440,white,white,,
55441,asian,asian,,
55442,rather not disclose,rather not disclose,,
55443,white,white,,
55444,white,white,,
55445,indian,indian,,
55446,black,black,,
55447,asian,asian,,
55448,white,white,,
55449,white,white,,
55450,rather not disclose,rather not disclose,,
55451,rather not disclose,rather not disclose,,
55452,"black, native american",black,native american,
55453,white,white,,
55454,white,white,,
55455,white,white,,
55456,black,black,,
55457,white,white,,
55458,white,white,,
55459,white,white,,
55460,white,white,,
55461,asian,asian,,
55462,asian,asian,,
55463,white,white,,
55464,"black, native american",black,native american,
55465,middle eastern,middle eastern,,
55466,white,white,,
55467,white,white,,
55468,rather not disclose,rather not disclose,,
55469,white,white,,
55470,white,white,,
55471,rather not disclose,rather not disclose,,
55472,pacific islander,pacific islander,,
55473,asian,asian,,
55474,hispanic / latin,rather not disclose,,
55475,white,white,,
55476,asian,asian,,
55477,asian,asian,,
55478,white,white,,
55479,black,black,,
55480,black,black,,
55481,white,white,,
55482,white,white,,
55483,white,white,,
55484,white,white,,
55485,white,white,,
55486,asian,asian,,
55487,white,white,,
55488,hispanic / latin,rather not disclose,,
55489,white,white,,
55490,asian,asian,,
55491,white,white,,
55492,white,white,,
55493,white,white,,
55494,middle eastern,middle eastern,,
55495,white,white,,
55496,white,white,,
55497,white,white,,
55498,white,white,,
55499,white,white,,
55500,white,white,,
55501,indian,indian,,
55502,white,white,,
55503,"asian, pacific islander",asian,pacific islander,
55504,white,white,,
55505,white,white,,
55506,white,white,,
55507,white,white,,
55508,hispanic / latin,rather not disclose,,
55509,white,white,,
55510,black,black,,
55511,white,white,,
55512,white,white,,
55513,white,white,,
55514,white,white,,
55515,white,white,,
55516,white,white,,
55517,white,white,,
55518,rather not disclose,rather not disclose,,
55519,white,white,,
55520,white,white,,
55521,white,white,,
55522,asian,asian,,
55523,white,white,,
55524,white,white,,
55525,"black, white",mixed,,
55526,white,white,,
55527,white,white,,
55528,asian,asian,,
55529,white,white,,
55530,white,white,,
55531,white,white,,
55532,white,white,,
55533,white,white,,
55534,white,white,,
55535,indian,indian,,
55536,rather not disclose,rather not disclose,,
55537,rather not disclose,rather not disclose,,
55538,rather not disclose,rather not disclose,,
55539,"native american, white, other",white,native american,other
55540,white,white,,
55541,"hispanic / latin, white",white,,
55542,"white, other",white,,other
55543,indian,indian,,
55544,pacific islander,pacific islander,,
55545,"hispanic / latin, white",white,,
55546,hispanic / latin,rather not disclose,,
55547,white,white,,
55548,white,white,,
55549,white,white,,
55550,white,white,,
55551,asian,asian,,
55552,white,white,,
55553,rather not disclose,rather not disclose,,
55554,white,white,,
55555,white,white,,
55556,hispanic / latin,rather not disclose,,
55557,other,rather not disclose,,other
55558,hispanic / latin,rather not disclose,,
55559,"white, other",white,,other
55560,white,white,,
55561,rather not disclose,rather not disclose,,
55562,white,white,,
55563,"hispanic / latin, white",white,,
55564,white,white,,
55565,"middle eastern, white",white,middle eastern,
55566,white,white,,
55567,white,white,,
55568,asian,asian,,
55569,indian,indian,,
55570,white,white,,
55571,white,white,,
55572,white,white,,
55573,rather not disclose,rather not disclose,,
55574,white,white,,
55575,white,white,,
55576,"hispanic / latin, white",white,,
55577,white,white,,
55578,white,white,,
55579,"hispanic / latin, white",white,,
55580,white,white,,
55581,hispanic / latin,rather not disclose,,
55582,asian,asian,,
55583,white,white,,
55584,white,white,,
55585,asian,asian,,
55586,white,white,,
55587,white,white,,
55588,pacific islander,pacific islander,,
55589,white,white,,
55590,white,white,,
55591,rather not disclose,rather not disclose,,
55592,white,white,,
55593,pacific islander,pacific islander,,
55594,white,white,,
55595,white,white,,
55596,white,white,,
55597,white,white,,
55598,white,white,,
55599,white,white,,
55600,rather not disclose,rather not disclose,,
55601,white,white,,
55602,white,white,,
55603,white,white,,
55604,rather not disclose,rather not disclose,,
55605,asian,asian,,
55606,rather not disclose,rather not disclose,,
55607,hispanic / latin,rather not disclose,,
55608,middle eastern,middle eastern,,
55609,asian,asian,,
55610,rather not disclose,rather not disclose,,
55611,white,white,,
55612,rather not disclose,rather not disclose,,
55613,black,black,,
55614,white,white,,
55615,"indian, white",white,indian,
55616,white,white,,
55617,white,white,,
55618,white,white,,
55619,white,white,,
55620,white,white,,
55621,white,white,,
55622,black,black,,
55623,white,white,,
55624,asian,asian,,
55625,asian,asian,,
55626,white,white,,
55627,white,white,,
55628,white,white,,
55629,asian,asian,,
55630,white,white,,
55631,white,white,,
55632,white,white,,
55633,white,white,,
55634,white,white,,
55635,white,white,,
55636,white,white,,
55637,"hispanic / latin, white",white,,
55638,white,white,,
55639,white,white,,
55640,"asian, white",asian,white,
55641,white,white,,
55642,white,white,,
55643,white,white,,
55644,white,white,,
55645,white,white,,
55646,"hispanic / latin, white",white,,
55647,white,white,,
55648,white,white,,
55649,pacific islander,pacific islander,,
55650,white,white,,
55651,white,white,,
55652,rather not disclose,rather not disclose,,
55653,white,white,,
55654,white,white,,
55655,"white, other",white,,other
55656,rather not disclose,rather not disclose,,
55657,white,white,,
55658,white,white,,
55659,rather not disclose,rather not disclose,,
55660,white,white,,
55661,white,white,,
55662,white,white,,
55663,asian,asian,,
55664,white,white,,
55665,white,white,,
55666,asian,asian,,
55667,white,white,,
55668,rather not disclose,rather not disclose,,
55669,white,white,,
55670,rather not disclose,rather not disclose,,
55671,rather not disclose,rather not disclose,,
55672,white,white,,
55673,"hispanic / latin, white",white,,
55674,white,white,,
55675,white,white,,
55676,white,white,,
55677,white,white,,
55678,white,white,,
55679,other,rather not disclose,,other
55680,hispanic / latin,rather not disclose,,
55681,white,white,,
55682,white,white,,
55683,white,white,,
55684,other,rather not disclose,,other
55685,"asian, middle eastern",asian,middle eastern,
55686,white,white,,
55687,white,white,,
55688,white,white,,
55689,hispanic / latin,rather not disclose,,
55690,"asian, white",asian,white,
55691,white,white,,
55692,other,rather not disclose,,other
55693,"asian, pacific islander, white",asian,white,pacific islander
55694,"asian, white",asian,white,
55695,hispanic / latin,rather not disclose,,
55696,white,white,,
55697,white,white,,
55698,white,white,,
55699,hispanic / latin,rather not disclose,,
55700,rather not disclose,rather not disclose,,
55701,white,white,,
55702,white,white,,
